Course,Course__FAA_,Title,Period,Division,Branch,Type,Delivery,Is_Active__course_,Is_Cancelled__course_,Cancelled_Date__course_,Class,Class_Start,Class_End,Is_Active__class_,Is_Cancelled__class_,Cancelled_Date__class_,Class_Favorability,Class_Favorability__eoc_,Class_Favorability__post_,Evaluations_Completed,Evaluations_Sent,Completion_Rate,Evaluation,Sent_Date,Completed_Date,Is_Completed,Days_to_Complete_Evaluation,Evaluation_Favorability,Question,Type__question_,Subtype__question_,Metric,Statement,Sort__question_,Statement__short_,Answer,Sentiment,Degree,Attitude,Response__positive_,Response__negative_,Sort__sentiment_,Comment,Comments_per_Eval,Category,Comment_Date,Is_Duplicate,Length__original_,Length,Word_Count,Sentence_Count,Question_Count,Exclamation_Count,Comments,Date,Use_Date,FY_Start,FY_End,Is_Holiday,Is_Weekday,Is_Last_Day_of_Month
12051,FAA12051,BASIC OBSTRUCTION EVALUATION AND AIRPORT/AIRSPACE ANALYSIS,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103522,18OCT2016:00:00:00.000,03NOV2016:00:00:00.000,Y,N,,1,1,1,16,29,0.551724,1161103326,03NOV2016:00:00:00.000,03NOV2016:00:00:00.000,Y,0,1,,End of Course,Resident,OverallCourse,,101,,,,,,,,,213491,2,OverallCourse,03NOV2016:00:00:00.000,N,76,76,15,1,0,0,The material is very relevant to the course and very useful in doing my job.,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96952,07OCT2016:00:00:00.000,05JAN2017:00:00:00.000,Y,N,,0.939726,0.953488,1,28,41,0.682926,1161003174,03OCT2016:00:00:00.000,18NOV2016:00:00:00.000,Y,46,0.923076,,Intermediate Co,Intermedia,Instructor,,102,,,,,,,,,215738,9,Instructor,18NOV2016:00:00:00.000,N,292,292,45,2,0,0,"Roy Harris and Joe Stapleton were excellent instructors who truly cared and provided us with the best education possible. They're also great people outside the classroom, providing the class with advice, help and snacks, fruit among other details that made the day-to-day grind more",20161007,07OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50148001,FAA50148001,INITIAL EN ROUTE QUALIFICATION TRAINING,90,AMA-500,AMA-511,COURSE,RES,Y,N,,96955,13OCT2016:00:00:00.000,10JAN2017:00:00:00.000,Y,N,,0.919561,0.953571,1,40,61,0.655737,1161013216,13OCT2016:00:00:00.000,23NOV2016:00:00:00.000,Y,41,1,,Intermediate Co,Intermedia,Instructor,,102,,,,,,,,,216380,4,Instructor,23NOV2016:00:00:00.000,N,31,31,4,1,0,0,Both instructors were wonderful,20161013,13OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40042,FAA40042,LITTON RAPID DEPLOYMENT VOICE SWITCH (RDVS) MODEL 3080-F,180,AMA-400,AMA-413,COURSE,RES,Y,N,,104383,12OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,0.994897,0.993827,1,17,30,0.566666,1161024397,24OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,1,1,5,End of Course,Resident,Course Curricul,Th,5,Ma,3,So,Mi,Po,1,0,3,212119,4,Statement,25OCT2016:00:00:00.000,N,77,77,14,1,0,0,It would be nice if the instructors could go over the windows based software.,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
40042,FAA40042,LITTON RAPID DEPLOYMENT VOICE SWITCH (RDVS) MODEL 3080-F,180,AMA-400,AMA-413,COURSE,RES,Y,N,,104383,12OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,N,,0.994897,0.993827,1,17,30,0.566666,1161024397,24OCT2016:00:00:00.000,25OCT2016:00:00:00.000,Y,1,1,9,End of Course,Resident,None,Th,23,,3,So,Mi,Po,1,0,3,212120,4,Statement,25OCT2016:00:00:00.000,N,105,105,20,1,0,0,Being able to work with a windows based terminal would of been helpful instead of only going back to DOS.,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21016,FAA21016,PART 21 - REVISION 2,90,AMA-200,AMA-220,COURSE,RES,Y,N,,103396,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.997093,0.996138,1,38,57,0.666666,1161021012,21OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,7,1,1,End of Course,Resident,Delivery,Th,1,In,1,St,St,Po,1,0,1,212688,4,Statement,28OCT2016:00:00:00.000,N,166,166,25,3,0,1,"Both Instructors were fantastic and made this material easy to understand. As a Past Instructor and facilitator, these guys have mastered the delivery. Great Job!!!!!",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50034,FAA50034,TERMINAL BASIC RADAR TRAINING,90,AMA-500,AMA-512,COURSE,RES,Y,N,,103284,18OCT2016:00:00:00.000,16NOV2016:00:00:00.000,Y,N,,0.981781,0.989556,0.954954,46,70,0.657142,1161020350,20OCT2016:00:00:00.000,14NOV2016:00:00:00.000,Y,25,0.9375,1,End of Course,Resident,Delivery,Th,1,In,4,So,Mi,Ne,0,1,4,214724,3,Statement,14NOV2016:00:00:00.000,N,37,37,8,1,0,0,Rob seemed to go off topic many times,20161018,18OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21016,FAA21016,PART 21 - REVISION 2,90,AMA-200,AMA-220,COURSE,RES,Y,N,,103396,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.997093,0.996138,1,38,57,0.666666,1161021012,21OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,7,1,1,End of Course,Resident,Performance Tes,Th,12,As,1,St,St,Po,1,0,1,212689,4,Statement,28OCT2016:00:00:00.000,N,57,57,9,1,0,0,"All matched perfectly, was not confused on any questions.",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
42084001,FAA42084001,COMMON DIGITIZER - 2A/B/D MAINTENANCE,90,AMA-400,AMA-415,COURSE,RES,Y,N,,104615,12OCT2016:00:00:00.000,08NOV2016:00:00:00.000,Y,N,,0.983333,0.979591,1,5,12,0.416666,1161107382,07NOV2016:00:00:00.000,08NOV2016:00:00:00.000,Y,1,0.941176,9,End of Course,Resident,Course Curricul,Th,9,Ap,4,So,Mi,Ne,0,1,4,214078,1,Statement,08NOV2016:00:00:00.000,N,137,137,22,1,0,0,Course is significantly longer than it needs to be. The presentations are very repetitive 3-4 lectures could easily be condensed into 1-2,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
25704,FAA25704,FOUNDATIONS FOR PRINCIPAL INSPECTORS,90,AMA-200,AMA-230,COURSE,RES,Y,N,,105369,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.923267,0.943548,0.891025,47,60,0.783333,1161028031,28OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,0,0.916666,7,End of Course,Resident,Learning Enviro,Th,7,Di,5,Di,No,Ne,0,1,5,212655,1,Statement,28OCT2016:00:00:00.000,N,450,450,73,6,0,0,"The tables in this room have cover panels installed that are very easily kicked due to their proximity to our feet. Students accidentally kick these panels while adjusting their feet. This results numerous loud ""bangs"" all throughout the day. This is very distracting and is detract",20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000138,FAA21000138,PRINCIPALS OF EVALUATION FOR GA ASIS - AIRPLANE,90,AMA-200,AMA-230,COURSE,RES,Y,N,,105737,31OCT2016:00:00:00.000,04NOV2016:00:00:00.000,Y,N,,0.977528,1,0.939393,10,12,0.833333,1161103375,03NOV2016:00:00:00.000,04NOV2016:00:00:00.000,Y,1,1,9,End of Course,Resident,Course Curricul,Th,9,Ap,3,So,Mi,Po,1,0,3,213667,3,Statement,04NOV2016:00:00:00.000,N,112,112,20,1,0,0,The only problem with this course is the amount of material that really should be covered vs the time available.,20161031,31OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,Y
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104206,12OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.994535,0.992592,1,17,24,0.708333,1161018150,18OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,0,0.941176,1,End of Course,Resident,Delivery,Th,1,In,1,St,St,Po,1,0,1,211151,7,Statement,18OCT2016:00:00:00.000,N,42,42,7,1,0,0,"Bob, Jeff and Lou are awesome instructors.",20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104206,12OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.994535,0.992592,1,17,24,0.708333,1161018150,18OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,0,0.941176,2,End of Course,Resident,Delivery,Th,26,In,1,St,St,Po,1,0,1,211152,7,Statement,18OCT2016:00:00:00.000,N,54,54,9,1,0,0,The material was well laid out and properly presented.,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
25704,FAA25704,FOUNDATIONS FOR PRINCIPAL INSPECTORS,90,AMA-200,AMA-230,COURSE,RES,Y,N,,105369,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.923267,0.943548,0.891025,47,60,0.783333,1161028034,28OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,0,0.928571,7,End of Course,Resident,Learning Enviro,Th,7,Di,4,So,Mi,Ne,0,1,4,212648,2,Statement,28OCT2016:00:00:00.000,N,45,45,8,1,0,0,construction was going on at time of lessons.,20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,1,End of Course,Resident,Delivery,Th,1,In,1,St,St,Po,1,0,1,211741,12,Statement,21OCT2016:00:00:00.000,N,207,207,28,2,0,0,"Charles Heck and Justin Fortenberry are both very knowledgeable and professional.They are a good team, doing the best they can with less-than-optimal materials, classroom facility and presentation materials.",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104206,12OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.994535,0.992592,1,17,24,0.708333,1161018150,18OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,0,0.941176,1,End of Course,Resident,Overall,Ov,14,Hi,5,Di,No,Ne,0,1,5,211153,7,Statement,18OCT2016:00:00:00.000,N,655,655,103,7,0,0,Bring back EHOT/DLP reducing classes length to improve student thru-put but pushing the EHOT/DLP function on the field is the worst idea this year. If we need to increase student thru-put it is because there are not enough trained technicians in the field...now you expect the under,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104206,12OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.994535,0.992592,1,17,24,0.708333,1161018150,18OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,0,0.941176,9,End of Course,Resident,None,Th,21,,1,St,St,Po,1,0,1,211154,7,Statement,18OCT2016:00:00:00.000,N,298,298,58,4,0,0,Bring back EHOT/DLP...I can learn so much more in the Lab...my airport is extremely busy and getting a DME out of service so I can train on it is just not a reality other than between the hours of 11pm and 5am. The lab is a great controlled environment and the perfect place to lear,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
41927001,FAA41927001,DISTANCE MEASURING EQUIPMENT (DME) MODEL 415SE,90,AMA-400,AMA-412,COURSE,RES,N,N,,104206,12OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,N,,0.994535,0.992592,1,17,24,0.708333,1161018150,18OCT2016:00:00:00.000,18OCT2016:00:00:00.000,Y,0,0.941176,9,End of Course,Resident,None,Th,23,,1,St,St,Po,1,0,1,211155,7,Statement,18OCT2016:00:00:00.000,N,395,395,74,3,0,0,This is the best part about schools in OKC we can experiment and try things on the lab equipment that we could never do at an active sight which really improves the learning. The instructor installed gripes are awesome tools to make me think and greatly improved my learning. There,20161012,12OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,2,End of Course,Resident,Delivery,Th,26,In,3,So,Mi,Po,1,0,3,211742,12,Statement,21OCT2016:00:00:00.000,N,625,625,107,5,0,0,"The two students (ASIs) in attendance are already performing Airplane Evals, and thus were able to comprehend much of this training as a refresher or reinforcement of previously learned material. The pace of this course would be far too fast for a newly-hired ASI learning this mate",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,3,End of Course,Resident,Delivery,Th,3,In,1,St,St,Po,1,0,1,211743,12,Statement,21OCT2016:00:00:00.000,N,153,153,26,2,0,0,Charles Heck is a very knowledgeable ASI and very willing to make himself available to the needs of the students. He is both professional and personable.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,5,End of Course,Resident,Course Curricul,Th,5,Ma,3,So,Mi,Po,1,0,3,211744,12,Statement,21OCT2016:00:00:00.000,N,438,438,62,5,0,0,"Video's are out-of-date (they reference regulations that have changed)I'm guessing over a million dollars for a simulator, but not enough money to have WASS GPS approaches; that's extremely penny-wise and dollar foolish. Precision GPS approaches would better support ASI proficiency",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,7,End of Course,Resident,Learning Enviro,Th,7,Di,3,So,Mi,Po,1,0,3,211745,12,Statement,21OCT2016:00:00:00.000,N,483,483,75,7,1,0,"This is supposed to be a professional training environment.The classrooms do-not have multiple screens, thus requiring instructors to minimize programs to display other course materials. Multiple screens are needed.The instructors should have a screen at the back of the room so the",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,8,End of Course,Resident,Course Relevanc,Th,8,Im,3,So,Mi,Po,1,0,3,211746,12,Statement,21OCT2016:00:00:00.000,N,360,360,58,6,1,0,"I am a Helicopter Inspector - This course is crucial to my ability to perform flight evaluations. Unfortunately, this course does not provide an Instrument Competency Check (IPC) endorsement that would meet the requirements of 91.57(c).There is no OJC credit for this course. Why no",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,9,End of Course,Resident,Course Curricul,Th,9,Ap,6,St,St,Ne,0,1,6,211747,12,Statement,21OCT2016:00:00:00.000,N,306,306,51,2,0,0,"The two students (ASIs) in attendance are already performing Airplane Evals, and thus were able to comprehend much of this training as a refresher or reinforcement of previously learned material. The pace of this course would be far too fast for a newly-hired ASI learning this mate",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,1,End of Course,Resident,Course Curricul,Th,10,Un,2,Ag,No,Po,1,0,2,211748,12,Statement,21OCT2016:00:00:00.000,N,63,63,12,1,0,0,Organized well - But still far to short for a newly-minted ASI.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
25704,FAA25704,FOUNDATIONS FOR PRINCIPAL INSPECTORS,90,AMA-200,AMA-230,COURSE,RES,Y,N,,105369,25OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,0.923267,0.943548,0.891025,47,60,0.783333,1161028037,28OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,0,0.928571,7,End of Course,Resident,Learning Enviro,Th,7,Di,4,So,Mi,Ne,0,1,4,212664,1,Statement,28OCT2016:00:00:00.000,N,35,35,6,1,0,0,Construction in the room next door.,20161025,25OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,1,End of Course,Resident,Performance Tes,Th,13,Ev,1,St,St,Po,1,0,1,211749,12,Statement,21OCT2016:00:00:00.000,N,326,326,46,3,0,0,"The simulator-based training that evaluated the ASIs ability to effectively conduct an evaluation was extremely useful. An hour-and-a-half is not enough time for the Pre-flight Briefing, conduct a short evaluation flight, provide a Post-Flight briefing and conclude with required do",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013249,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.928571,1,End of Course,Resident,Overall,Ov,14,Hi,3,So,Mi,Po,1,0,3,211750,12,Statement,21OCT2016:00:00:00.000,N,156,156,26,2,0,0,What little training that was provided was effective. This course needs to be two to three weeks to have adequately trained inspectors release to the field.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,1,End of Course,Resident,Delivery,Th,1,In,1,St,St,Po,1,0,1,211732,8,Statement,21OCT2016:00:00:00.000,N,140,140,24,1,0,0,The instructors were very experienced in these areas were able to cite examples that help make the topics much more meaningful to the class.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,5,End of Course,Resident,Course Curricul,Th,5,Ma,5,Di,No,Ne,0,1,5,211733,8,Statement,21OCT2016:00:00:00.000,N,97,97,18,2,0,0,The example videos were very out of date. Not all of the links in the presentations were working.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,8,End of Course,Resident,Course Relevanc,Th,8,Im,2,Ag,No,Po,1,0,2,211734,8,Statement,21OCT2016:00:00:00.000,N,137,137,24,2,0,0,There was nothing presented on Part 133 and Part 137 operations. There is a very significant need to include these areas into the course.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,9,End of Course,Resident,Course Curricul,Th,9,Ap,5,Di,No,Ne,0,1,5,211735,8,Statement,21OCT2016:00:00:00.000,N,321,321,52,3,0,0,"The course material did not devote sufficient lecture time to the EC-135 aircraft systems. This interfered with the testing of the ""applicant's"" knowledge if I did not know what they were doing incorrectly. The airplane course has extensive classroom time for TAA systems and specif",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,1,End of Course,Resident,Course Curricul,Th,10,Un,5,Di,No,Ne,0,1,5,211736,8,Statement,21OCT2016:00:00:00.000,N,604,604,102,7,0,0,"There should have been basic POAs provided for the various types of practical, proficiency, and competency tests. This will help achieve a greater level of consistency that that upper management seeks. They could then be further refined by each ASI to meet the needs of their distri",20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013250,13OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,8,0.714285,1,End of Course,Resident,Performance Tes,Th,11,La,5,Di,No,Ne,0,1,5,211737,8,Statement,21OCT2016:00:00:00.000,N,117,117,22,1,0,0,There was not sufficient time in the EC-135 AATD to complete all of the tasks in the POA developed for each scenario.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
21000134,FAA21000134,PRINCIPLES OF EVALUATION FOR GA OPS ASIS - HELICOPTER,90,AFS,AFS-60,COURSE,RES,Y,N,,101264,17OCT2016:00:00:00.000,21OCT2016:00:00:00.000,Y,N,,0.919354,0.910714,1,5,8,0.625,1161013251,13OCT2016:00:00:00.000,13OCT2016:00:00:00.000,Y,0,1,9,End of Course,Resident,Course Curricul,Th,9,Ap,2,Ag,No,Po,1,0,2,210950,4,Statement,13OCT2016:00:00:00.000,N,119,119,18,2,0,0,More time in the course for professional discussions would be appropriate. Much of the material is explanation centric.,20161017,17OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50056001,FAA50056001,TRACON SKILL ENHANCEMENT WORKSHOP,90,AMA-500,AMA-512,COURSE,RES,Y,N,,97122,07OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,,5,14,0.357142,1161020359,20OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,8,1,5,End of Course,Resident,Course Curricul,Th,5,Ma,2,Ag,No,Po,1,0,2,212677,6,Statement,28OCT2016:00:00:00.000,N,56,56,10,1,0,0,A few minor corrections were needed in the course books.,20161007,07OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
50056001,FAA50056001,TRACON SKILL ENHANCEMENT WORKSHOP,90,AMA-500,AMA-512,COURSE,RES,Y,N,,97122,07OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,N,,1,1,,5,14,0.357142,1161020359,20OCT2016:00:00:00.000,28OCT2016:00:00:00.000,Y,8,1,7,End of Course,Resident,Learning Enviro,Th,7,Di,3,So,Mi,Po,1,0,3,212678,6,Statement,28OCT2016:00:00:00.000,N,229,229,35,2,0,0,"Some instructors were more distracting, which isn't bad because it simulates real facility feel. I think there could have been fewer distractions at the beginning of the course, though so students can concentrate on fundamentals.",20161007,07OCT2016:00:00:00.000,01OCT2016:00:00:00.000,30SEP2017:00:00:00.000,N,Y,N
